Date,Open,High,Low,Close,Adj Close,Volume
2011-03-24,2.480000,2.570000,2.451000,2.570000,1.870958,47573103
2011-03-25,2.571000,2.640000,2.552000,2.606000,1.897166,2880519
2011-03-28,2.630000,2.648000,2.596000,2.621000,1.908086,3311140
2011-03-29,2.628000,2.628000,2.582000,2.608000,1.898622,3742236
2011-03-30,2.625000,2.679000,2.620000,2.646000,1.926286,4543100
2011-03-31,2.650000,2.666000,2.551000,2.597000,1.890614,26301070
2011-04-01,2.667000,2.669000,2.540000,2.581000,1.878966,5121842
2011-04-04,2.588000,2.588000,2.540000,2.540000,1.849118,4610525
2011-04-05,2.550000,2.550000,2.511000,2.526000,1.838926,4346357
2011-04-06,2.538000,2.563000,2.507000,2.551000,1.857126,6198388
2011-04-07,2.539000,2.584000,2.539000,2.549000,1.855670,2434466
2011-04-08,2.544000,2.561000,2.460000,2.460000,1.790878,5736350
2011-04-11,2.465000,2.492000,2.438000,2.438000,1.774863,6326367
2011-04-12,2.425000,2.534000,2.420000,2.533000,1.844022,7277368
2011-04-13,2.547000,2.570000,2.511000,2.544000,1.852030,10894240
2011-04-14,2.540000,2.560000,2.510000,2.555000,1.860038,3279711
2011-04-15,2.563000,2.563000,2.530000,2.547000,1.854214,9983246
2011-04-18,2.534000,2.547000,2.460000,2.475000,1.801798,5540750
2011-04-19,2.482000,2.547000,2.465000,2.530000,1.841839,2262982
2011-04-20,2.549000,2.559000,2.522000,2.525000,1.838198,3330162
2011-04-21,2.549000,2.549000,2.496000,2.505000,1.823638,3311282
2011-04-26,2.495000,2.590000,2.493000,2.590000,1.885518,3089032
2011-04-27,2.606000,2.709000,2.601000,2.705000,1.969238,6194340
2011-04-28,2.710000,2.720000,2.653000,2.676000,1.948126,4017608
2011-04-29,2.698000,2.700000,2.670000,2.692000,1.959774,1946864
2011-05-02,2.730000,2.789000,2.720000,2.780000,2.023838,3143294
2011-05-03,2.800000,2.800000,2.661000,2.665000,1.940118,13495395
2011-05-04,2.685000,2.695000,2.640000,2.670000,1.943758,3287553
2011-05-05,2.699000,2.770000,2.652000,2.770000,2.016558,8856066
2011-05-06,2.800000,2.887000,2.770000,2.872000,2.090814,13292217
2011-05-09,2.870000,2.880000,2.821000,2.851000,2.075526,6624904
2011-05-10,2.852000,2.879000,2.830000,2.830000,2.060238,3673534
2011-05-11,2.839000,2.860000,2.781000,2.833000,2.062422,17440255
2011-05-12,2.800000,2.890000,2.800000,2.828000,2.058782,7006665
2011-05-13,2.850000,2.850000,2.760000,2.761000,2.010006,147775604
2011-05-16,2.734000,2.835000,2.728000,2.824000,2.055870,2264411
2011-05-17,2.825000,2.835000,2.760000,2.768000,2.015102,2327702
2011-05-18,2.799000,2.800000,2.752000,2.775000,2.020198,12747641
2011-05-19,2.780000,2.849000,2.772000,2.838000,2.066062,5423465
2011-05-20,2.805000,2.863000,2.805000,2.837000,2.065334,7399535
2011-05-23,2.751000,2.784000,2.699000,2.699000,1.964870,6228366
2011-05-24,2.665000,2.698000,2.611000,2.640000,1.921918,8590420
2011-05-25,2.631000,2.710000,2.623000,2.710000,1.972878,7170360
2011-05-26,2.730000,2.740000,2.710000,2.733000,1.989622,5455072
2011-05-27,2.732000,2.757000,2.712000,2.720000,1.980158,2532965
2011-05-30,2.710000,2.740000,2.710000,2.730000,1.987438,567796
2011-05-31,2.740000,2.759000,2.699000,2.699000,1.964870,4514913
2011-06-01,2.730000,2.730000,2.671000,2.671000,1.944486,2430388
2011-06-02,2.650000,2.676000,2.621000,2.650000,1.929198,3086141
2011-06-03,2.632000,2.673000,2.592000,2.662000,1.937934,4210693
2011-06-06,2.699000,2.699000,2.563000,2.564000,1.866590,3117455
2011-06-07,2.563000,2.610000,2.557000,2.572000,1.872414,2772799
2011-06-08,2.571000,2.589000,2.514000,2.539000,1.848390,4368692
2011-06-09,2.543000,2.558000,2.510000,2.527000,1.839654,2360972
2011-06-10,2.520000,2.555000,2.502000,2.515000,1.830919,3387426
2011-06-13,2.530000,2.560000,2.520000,2.554000,1.859310,1737620
2011-06-14,2.571000,2.648000,2.559000,2.637000,1.919734,3245368
2011-06-15,2.630000,2.677000,2.604000,2.655000,1.932838,5020752
2011-06-16,2.620000,2.658000,2.593000,2.627000,1.912454,3020814
2011-06-17,2.600000,2.638000,2.581000,2.627000,1.912454,5383308
2011-06-20,2.643000,2.700000,2.600000,2.687000,1.956134,4233608
2011-06-21,2.730000,2.743000,2.701000,2.726000,1.984526,3692481
2011-06-22,2.730000,2.734000,2.708000,2.714000,1.975791,1289754
2011-06-23,2.712000,2.757000,2.660000,2.757000,2.007094,7720916
2011-06-24,2.750000,2.817000,2.710000,2.721000,1.980886,5608323
2011-06-27,2.699000,2.767000,2.699000,2.749000,2.001271,2683749
2011-06-28,2.749000,2.801000,2.741000,2.781000,2.024566,5970709
2011-06-29,2.785000,2.828000,2.785000,2.799000,2.037670,4748824
2011-06-30,2.809000,2.823000,2.773000,2.799000,2.037670,2783737
2011-07-01,2.793000,2.828000,2.791000,2.821000,2.053686,3428895
2011-07-04,2.818000,2.865000,2.817000,2.855000,2.078438,5094846
2011-07-05,2.851000,2.896000,2.842000,2.880000,2.096638,3510677
2011-07-06,2.870000,2.881000,2.799000,2.805000,2.042038,5474681
2011-07-07,2.799000,2.817000,2.752000,2.773000,2.018742,17875797
2011-07-08,2.778000,2.809000,2.728000,2.736000,1.991807,6846359
2011-07-11,2.717000,2.757000,2.677000,2.684000,1.953950,5338037
2011-07-12,2.642000,2.664000,2.581000,2.630000,1.914638,8753373
2011-07-13,2.561000,2.666000,2.561000,2.646000,1.926286,5713914
2011-07-14,2.620000,2.649000,2.611000,2.623000,1.909542,2433937
2011-07-15,2.662000,2.685000,2.590000,2.590000,1.885518,2783253
2011-07-18,2.582000,2.613000,2.539000,2.544000,1.852030,3457715
2011-07-19,2.540000,2.595000,2.540000,2.588000,1.884062,2133224
2011-07-20,2.610000,2.656000,2.600000,2.637000,1.919734,2165588
2011-07-21,2.670000,2.713000,2.630000,2.697000,1.963414,2887829
2011-07-22,2.733000,2.785000,2.719000,2.756000,2.006366,2433929
2011-07-25,2.741000,2.748000,2.705000,2.732000,1.988894,1164956
2011-07-26,2.730000,2.740000,2.690000,2.719000,1.979430,4474180
2011-07-27,2.690000,2.722000,2.640000,2.676000,1.948126,3080477
2011-07-28,2.640000,2.666000,2.616000,2.656000,1.933566,4974894
2011-07-29,2.603000,2.727000,2.603000,2.703000,1.967782,3316737
2011-08-01,2.621000,2.741000,2.605000,2.624000,1.910270,3508496
2011-08-02,2.586000,2.637000,2.528000,2.528000,1.840383,5353363
2011-08-03,2.500000,2.543000,2.420000,2.437000,1.774134,6627177
2011-08-04,2.540000,2.540000,2.261000,2.263000,1.647462,7437099
2011-08-05,2.180000,2.329000,2.168000,2.296000,1.671486,7269487
2011-08-08,2.276000,2.324000,2.160000,2.160000,1.572479,5979265
2011-08-09,2.165000,2.229000,2.043000,2.120000,1.543358,8554890
2011-08-10,2.163000,2.190000,2.012000,2.023000,1.472743,5815794
2011-08-11,2.100000,2.126000,2.023000,2.104000,1.531711,5811861
2011-08-12,2.120000,2.194000,2.073000,2.194000,1.597231,5705495
2011-08-15,2.200000,2.200000,2.139000,2.158000,1.571022,1872435
2011-08-16,2.158000,2.164000,2.116000,2.155000,1.568838,2945003
2011-08-17,2.167000,2.173000,2.122000,2.155000,1.568838,2119793
2011-08-18,2.123000,2.162000,2.045000,2.067000,1.504775,4087585
2011-08-19,2.048000,2.054000,1.914000,1.924000,1.400671,10646606
2011-08-22,1.924000,1.976000,1.910000,1.914000,1.393391,2622433
2011-08-23,1.930000,1.948000,1.875000,1.879000,1.367911,5335637
2011-08-24,1.904000,1.912000,1.853000,1.885000,1.372279,2890270
2011-08-25,1.919000,1.924000,1.877000,1.887000,1.373735,5814583
2011-08-26,1.898000,1.898000,1.833000,1.855000,1.350439,6074087
2011-08-29,1.890000,1.891000,1.860000,1.891000,1.376647,2080098
2011-08-30,1.910000,1.928000,1.897000,1.916000,1.394847,7200550
2011-08-31,1.929000,1.988000,1.920000,1.975000,1.437799,5714196
2011-09-01,1.991000,2.007000,1.960000,2.000000,1.455999,11786120
2011-09-02,1.972000,1.972000,1.901000,1.913000,1.392663,2433013
2011-09-05,1.895000,1.895000,1.803000,1.815000,1.321319,2643678
2011-09-06,1.800000,1.844000,1.757000,1.770000,1.288559,4079812
2011-09-07,1.839000,1.848000,1.800000,1.838000,1.338063,3071532
2011-09-08,1.849000,1.883000,1.831000,1.874000,1.364271,4112820
2011-09-09,1.847000,1.859000,1.759000,1.760000,1.281279,4124306
2011-09-12,1.700000,1.742000,1.691000,1.721000,1.252887,5331516
2011-09-13,1.749000,1.749000,1.682000,1.689000,1.229591,4171713
2011-09-14,1.689000,1.778000,1.689000,1.777000,1.293655,4774173
2011-09-15,1.780000,1.810000,1.772000,1.784000,1.298751,3871249
2011-09-16,1.806000,1.825000,1.775000,1.823000,1.327143,6471628
2011-09-19,1.780000,1.799000,1.752000,1.770000,1.288559,2231811
2011-09-20,1.771000,1.829000,1.712000,1.716000,1.249247,8491481
2011-09-21,1.729000,1.756000,1.700000,1.709000,1.244151,3925727
2011-09-22,1.668000,1.675000,1.615000,1.615000,1.175719,12278713
2011-09-23,1.640000,1.676000,1.579000,1.621000,1.180087,7866138
2011-09-26,1.580000,1.706000,1.580000,1.690000,1.230319,5544390
2011-09-27,1.718000,1.800000,1.716000,1.785000,1.299479,4953826
2011-09-28,1.750000,1.786000,1.724000,1.771000,1.289287,5225505
2011-09-29,1.780000,1.841000,1.760000,1.841000,1.340247,4937822
2011-09-30,1.855000,1.855000,1.755000,1.780000,1.295839,3592999
2011-10-03,1.744000,1.803000,1.725000,1.801000,1.311127,2207140
2011-10-04,1.761000,1.761000,1.686000,1.739000,1.265991,3868982
2011-10-05,1.770000,1.828000,1.749000,1.800000,1.310399,4231455
2011-10-06,1.829000,1.829000,1.780000,1.818000,1.323503,7436313
2011-10-07,1.838000,1.880000,1.817000,1.830000,1.332239,4237806
2011-10-10,1.825000,1.872000,1.822000,1.860000,1.354079,2888704
2011-10-11,1.870000,1.870000,1.833000,1.860000,1.354079,2946156
2011-10-12,1.840000,1.900000,1.824000,1.882000,1.370095,3191709
2011-10-13,1.920000,1.960000,1.899000,1.918000,1.396303,5200367
2011-10-14,1.927000,1.939000,1.894000,1.897000,1.381015,2491200
2011-10-17,1.930000,1.941000,1.856000,1.870000,1.361359,2600333
2011-10-18,1.840000,1.870000,1.832000,1.860000,1.354079,3125519
2011-10-19,1.872000,1.932000,1.862000,1.870000,1.361359,4382288
2011-10-20,1.850000,1.889000,1.830000,1.830000,1.332239,3405674
2011-10-21,1.841000,1.900000,1.838000,1.884000,1.371551,3475987
2011-10-24,1.900000,1.910000,1.881000,1.881000,1.369367,2119392
2011-10-25,1.884000,1.909000,1.870000,1.902000,1.384655,2595594
2011-10-26,1.900000,1.930000,1.883000,1.900000,1.383199,1955705
2011-10-27,1.930000,2.055000,1.924000,2.040000,1.485119,5958437
2011-10-28,2.068000,2.068000,1.981000,1.989000,1.447991,2951525
2011-10-31,1.968000,1.996000,1.918000,1.918000,1.396303,4605146
2011-11-01,1.890000,1.910000,1.794000,1.805000,1.314039,5263609
2011-11-02,1.845000,1.883000,1.829000,1.874000,1.364271,3700087
2011-11-03,1.852000,1.960000,1.839000,1.951000,1.420327,4214580
2011-11-04,1.950000,1.951000,1.832000,1.833000,1.334423,5815229
2011-11-07,1.840000,1.840000,1.735000,1.740000,1.266719,6058369
2011-11-08,1.749000,1.776000,1.707000,1.711000,1.245607,5267478
2011-11-09,1.757000,1.758000,1.653000,1.667000,1.213575,4250423
2011-11-10,1.650000,1.682000,1.632000,1.655000,1.204839,2749410
2011-11-11,1.655000,1.758000,1.655000,1.733000,1.261623,5660291
2011-11-14,1.767000,1.767000,1.714000,1.730000,1.259439,1735398
2011-11-15,1.729000,1.729000,1.682000,1.697000,1.235415,2760539
2011-11-16,1.690000,1.725000,1.670000,1.670000,1.215759,3929423
2011-11-17,1.660000,1.702000,1.639000,1.642000,1.195375,4424761
2011-11-18,1.642000,1.685000,1.637000,1.676000,1.220127,5230153
2011-11-21,1.683000,1.688000,1.610000,1.610000,1.172079,2464557
2011-11-22,1.650000,1.650000,1.511000,1.530000,1.113839,5099819
2011-11-23,1.528000,1.568000,1.522000,1.546000,1.125487,4202613
2011-11-24,1.560000,1.636000,1.558000,1.627000,1.184455,5073171
2011-11-25,1.627000,1.663000,1.606000,1.650000,1.201199,2311378
2011-11-28,1.700000,1.700000,1.650000,1.680000,1.223039,2481680
2011-11-29,1.680000,1.710000,1.639000,1.710000,1.244879,4053476
2011-11-30,1.683000,1.764000,1.660000,1.741000,1.267447,4312166
2011-12-01,1.768000,1.784000,1.730000,1.767000,1.286375,2278493
2011-12-02,1.786000,1.809000,1.773000,1.782000,1.297295,2660274
2011-12-05,1.790000,1.850000,1.788000,1.845000,1.343159,2882529
2011-12-06,1.850000,1.861000,1.793000,1.793000,1.305303,1725314
2011-12-07,1.819000,1.836000,1.747000,1.780000,1.295839,4512822
2011-12-08,1.765000,1.814000,1.765000,1.781000,1.296567,1968779
2011-12-09,1.753000,1.802000,1.753000,1.790000,1.303119,1774612
2011-12-12,1.795000,1.795000,1.735000,1.743000,1.268903,2279252
2011-12-13,1.758000,1.766000,1.731000,1.750000,1.273999,1797329
2011-12-14,1.757000,1.759000,1.699000,1.700000,1.237599,4755408
2011-12-15,1.697000,1.733000,1.697000,1.720000,1.252159,3538392
2011-12-16,1.703000,1.736000,1.702000,1.702000,1.239055,4084244
2011-12-19,1.696000,1.725000,1.678000,1.687000,1.228135,3006681
2011-12-20,1.694000,1.741000,1.683000,1.737000,1.264535,2386122
2011-12-21,1.729000,1.780000,1.729000,1.748000,1.272543,1967196
2011-12-22,1.740000,1.807000,1.740000,1.793000,1.305303,2061895
2011-12-23,1.809000,1.815000,1.793000,1.797000,1.308215,1280063
2011-12-27,1.785000,1.799000,1.751000,1.781000,1.296567,777021
2011-12-28,1.789000,1.810000,1.748000,1.750000,1.273999,2143031
2011-12-29,1.740000,1.777000,1.740000,1.771000,1.289287,973884
2011-12-30,1.760000,1.778000,1.740000,1.740000,1.266719,813912
2012-01-02,1.772000,1.781000,1.752000,1.781000,1.296567,1030083
2012-01-03,1.791000,1.808000,1.762000,1.803000,1.312583,1543350
2012-01-04,1.807000,1.828000,1.791000,1.809000,1.316951,86232290
2012-01-05,1.805000,1.808000,1.740000,1.750000,1.273999,3851174
2012-01-06,1.740000,1.784000,1.740000,1.765000,1.284919,2691176
2012-01-09,1.761000,1.792000,1.740000,1.745000,1.270359,2452127
2012-01-10,1.762000,1.809000,1.757000,1.775000,1.292199,2404209
2012-01-11,1.768000,1.849000,1.768000,1.849000,1.346071,6196624
2012-01-12,1.850000,1.860000,1.836000,1.845000,1.343159,3223089
2012-01-13,1.869000,1.886000,1.800000,1.886000,1.373007,4839658
2012-01-16,1.872000,1.907000,1.871000,1.876000,1.365727,2629108
2012-01-17,1.905000,1.905000,1.853000,1.885000,1.372279,2296389
2012-01-18,1.883000,1.887000,1.835000,1.868000,1.359903,3002784
2012-01-19,1.850000,1.985000,1.850000,1.985000,1.445078,4680888
2012-01-20,1.949000,2.032000,1.949000,2.016000,1.467647,3759893
2012-01-23,2.015000,2.087000,2.015000,2.046000,1.489486,6560996
2012-01-24,2.050000,2.050000,2.016000,2.050000,1.492398,1476051
2012-01-25,2.075000,2.075000,2.019000,2.060000,1.499679,4177474
2012-01-26,2.080000,2.153000,2.061000,2.152000,1.566655,5302560
2012-01-27,2.150000,2.169000,2.107000,2.117000,1.541175,4035101
2012-01-30,2.091000,2.134000,2.086000,2.131000,1.551367,4099279
2012-01-31,2.150000,2.155000,2.100000,2.130000,1.550639,4265171
2012-02-01,2.140000,2.204000,2.136000,2.194000,1.597231,4972988
2012-02-02,2.193000,2.231000,2.193000,2.210000,1.608878,2456653
2012-02-03,2.214000,2.293000,2.208000,2.283000,1.662022,4840039
2012-02-06,2.288000,2.288000,2.220000,2.250000,1.637999,4180836
2012-02-07,2.236000,2.236000,2.170000,2.197000,1.599414,5515821
2012-02-08,2.200000,2.220000,2.183000,2.187000,1.592134,4564754
2012-02-09,2.190000,2.211000,2.147000,2.150000,1.565199,5643598
2012-02-10,2.145000,2.152000,2.114000,2.130000,1.550639,2525115
2012-02-13,2.143000,2.143000,2.085000,2.093000,1.523703,4339891
2012-02-14,2.078000,2.118000,2.057000,2.066000,1.504047,3657779
2012-02-15,2.080000,2.104000,2.040000,2.075000,1.510599,3037931
2012-02-16,2.069000,2.069000,2.030000,2.062000,1.501135,2766935
2012-02-17,2.070000,2.092000,2.063000,2.065000,1.503319,5729351
2012-02-20,2.066000,2.093000,2.053000,2.086000,1.518607,3986872
2012-02-21,2.077000,2.081000,2.000000,2.020000,1.470559,3672970
2012-02-22,2.030000,2.037000,1.952000,1.959000,1.426151,5405757
2012-02-23,1.950000,1.960000,1.890000,1.918000,1.396303,4818003
2012-02-24,1.924000,1.939000,1.891000,1.893000,1.378103,4860485
2012-02-27,1.890000,1.928000,1.858000,1.927000,1.402855,8453255
2012-02-28,1.928000,1.935000,1.897000,1.924000,1.400671,2212579
2012-02-29,1.950000,2.010000,1.950000,1.968000,1.432703,4087974
2012-03-01,1.975000,2.000000,1.931000,1.948000,1.418143,3608655
2012-03-02,1.945000,2.024000,1.945000,2.000000,1.455999,6497307
2012-03-05,1.972000,1.997000,1.941000,1.970000,1.434159,4098710
2012-03-06,1.892000,1.970000,1.892000,1.918000,1.396303,4350483
2012-03-07,1.903000,1.959000,1.903000,1.950000,1.419599,7241493
2012-03-08,1.952000,1.984000,1.930000,1.970000,1.434159,2575719
2012-03-09,1.970000,1.972000,1.920000,1.931000,1.405767,5352986
2012-03-12,1.935000,1.953000,1.910000,1.925000,1.401399,5618965
2012-03-13,1.980000,2.054000,1.960000,2.040000,1.485119,5928622
2012-03-14,2.060000,2.110000,2.052000,2.079000,1.513511,4067260
2012-03-15,2.083000,2.110000,2.042000,2.110000,1.536078,7153012
2012-03-16,2.110000,2.150000,2.095000,2.110000,1.536078,5558332
2012-03-19,2.128000,2.128000,2.091000,2.112000,1.537535,1810407
2012-03-20,2.117000,2.140000,2.084000,2.140000,1.557919,8606057
2012-03-21,2.145000,2.156000,2.073000,2.077000,1.512055,3217434
2012-03-22,2.086000,2.159000,2.046000,2.148000,1.563743,4102546
2012-03-23,2.146000,2.208000,2.125000,2.180000,1.587039,4596441
2012-03-26,2.200000,2.200000,2.130000,2.172000,1.581214,3589121
2012-03-27,2.197000,2.209000,2.130000,2.130000,1.550639,4680600
2012-03-28,2.112000,2.150000,2.107000,2.120000,1.543358,3043391
2012-03-29,2.103000,2.145000,2.091000,2.145000,1.561559,4548906
2012-03-30,2.140000,2.208000,2.138000,2.159000,1.571750,6363455
2012-04-02,2.164000,2.212000,2.152000,2.212000,1.610335,4763134
2012-04-03,2.202000,2.217000,2.160000,2.160000,1.572479,3676678
2012-04-04,2.172000,2.179000,2.130000,2.173000,1.581943,2795293
2012-04-05,2.177000,2.216000,2.138000,2.187000,1.592134,2660186
2012-04-10,2.130000,2.164000,2.103000,2.103000,1.530982,3413472
2012-04-11,2.088000,2.136000,2.084000,2.127000,1.548455,3379927
2012-04-12,2.140000,2.175000,2.115000,2.158000,1.571022,5994576
2012-04-13,2.145000,2.180000,2.113000,2.126000,1.547727,3854209
2012-04-16,2.113000,2.131000,2.070000,2.074000,1.509871,2128061
2012-04-17,2.072000,2.126000,2.071000,2.120000,1.543358,2757635
2012-04-18,2.126000,2.136000,2.082000,2.082000,1.515695,2558659
2012-04-19,2.090000,2.115000,2.047000,2.079000,1.513511,3326708
2012-04-20,2.070000,2.106000,2.069000,2.103000,1.530982,2313005
2012-04-23,2.080000,2.087000,1.973000,2.001000,1.456727,3019136
2012-04-24,2.026000,2.082000,2.018000,2.066000,1.504047,4917361
2012-04-25,2.070000,2.140000,2.069000,2.140000,1.557919,4288005
2012-04-26,2.126000,2.139000,2.096000,2.114000,1.538990,2448625
2012-04-27,2.089000,2.180000,2.085000,2.180000,1.587039,2827033
2012-04-30,2.185000,2.198000,2.150000,2.170000,1.579759,2266642
2012-05-02,2.197000,2.222000,2.175000,2.222000,1.617614,5523122
2012-05-03,2.214000,2.222000,2.166000,2.200000,1.601598,3409527
2012-05-04,2.206000,2.206000,2.153000,2.180000,1.587039,2198340
2012-05-07,2.151000,2.259000,2.110000,2.254000,1.640910,1991119
2012-05-08,2.260000,2.260000,2.084000,2.103000,1.530982,5510530
2012-05-09,2.110000,2.127000,2.039000,2.050000,1.492398,7066995
2012-05-10,2.178000,2.178000,2.008000,2.040000,1.485119,5585259
2012-05-11,2.038000,2.090000,1.980000,2.058000,1.498223,5275078
2012-05-14,2.050000,2.068000,1.982000,2.000000,1.455999,3643356
2012-05-15,1.969000,1.981000,1.855000,1.873000,1.363543,7234802
2012-05-16,1.860000,1.942000,1.857000,1.930000,1.405039,4441491
2012-05-17,1.930000,1.930000,1.751000,1.780000,1.295839,3564694
2012-05-18,1.750000,1.831000,1.741000,1.789000,1.302391,4401981
2012-05-21,1.780000,1.825000,1.759000,1.795000,1.306759,2006769
2012-05-22,1.805000,1.838000,1.795000,1.820000,1.324959,2340693
2012-05-23,1.814000,1.829000,1.753000,1.753000,1.276183,1984310
2012-05-24,1.780000,1.804000,1.744000,1.794000,1.306031,1970483
2012-05-25,1.795000,1.840000,1.757000,1.771000,1.289287,2487419
2012-05-28,1.762000,1.805000,1.698000,1.712000,1.246335,2857155
2012-05-29,1.714000,1.790000,1.714000,1.775000,1.292199,3048096
2012-05-30,1.758000,1.810000,1.747000,1.759000,1.280551,3159988
2012-05-31,1.743000,1.771000,1.720000,1.771000,1.289287,3385949
2012-06-01,1.723000,1.776000,1.710000,1.776000,1.292927,3293491
2012-06-04,1.726000,1.810000,1.726000,1.780000,1.295839,1085109
2012-06-05,1.765000,1.815000,1.765000,1.789000,1.302391,1054253
2012-06-06,1.783000,1.811000,1.755000,1.781000,1.296567,3351951
2012-06-07,1.761000,1.810000,1.755000,1.794000,1.306031,2306656
2012-06-08,1.794000,1.811000,1.775000,1.802000,1.311855,1841063
2012-06-11,1.820000,1.943000,1.796000,1.796000,1.307487,3057877
2012-06-12,1.809000,1.820000,1.770000,1.777000,1.293655,3243868
2012-06-13,1.763000,1.800000,1.732000,1.760000,1.281279,2232154
2012-06-14,1.737000,1.776000,1.721000,1.770000,1.288559,1870588
2012-06-15,1.793000,1.816000,1.764000,1.810000,1.317679,3300145
2012-06-18,1.850000,1.879000,1.803000,1.875000,1.364999,2306673
2012-06-19,1.850000,1.927000,1.850000,1.900000,1.383199,1765233
2012-06-20,1.925000,1.980000,1.918000,1.962000,1.428335,2994620
2012-06-21,1.940000,2.010000,1.916000,1.990000,1.448719,3465428
2012-06-22,1.962000,1.994000,1.940000,1.941000,1.413047,2171702
2012-06-25,1.950000,1.951000,1.909000,1.922000,1.399215,2554246
2012-06-26,1.901000,1.936000,1.901000,1.918000,1.396303,1773733
2012-06-27,1.929000,1.950000,1.905000,1.950000,1.419599,2646402
2012-06-28,1.935000,1.943000,1.895000,1.917000,1.395575,1648097
2012-06-29,1.981000,1.989000,1.940000,1.974000,1.437071,3024301
2012-07-02,1.963000,1.986000,1.958000,1.965000,1.430519,2121470
2012-07-03,1.971000,2.012000,1.971000,1.980000,1.441438,1798378
2012-07-04,1.972000,2.003000,1.972000,1.993000,1.450903,806123
2012-07-05,1.979000,2.003000,1.923000,1.956000,1.423967,1747682
2012-07-06,1.966000,2.015000,1.947000,2.001000,1.456727,2271364
2012-07-09,1.994000,2.022000,1.986000,2.015000,1.466919,1524102
2012-07-10,2.036000,2.048000,2.004000,2.021000,1.471286,1193200
2012-07-11,2.008000,2.029000,1.994000,2.006000,1.460367,1241309
2012-07-12,2.000000,2.022000,1.950000,1.950000,1.419599,1262510
2012-07-13,1.948000,2.008000,1.938000,1.987000,1.446535,1568361
2012-07-16,1.991000,2.045000,1.989000,2.036000,1.482207,1727136
2012-07-17,2.050000,2.051000,1.970000,1.988000,1.447263,1750193
2012-07-18,1.988000,2.005000,1.970000,1.986000,1.445807,2498330
2012-07-19,1.991000,2.049000,1.991000,2.040000,1.485119,3353574
2012-07-20,2.020000,2.054000,1.976000,1.985000,1.445078,4679912
2012-07-23,1.950000,1.967000,1.902000,1.904000,1.386111,2843528
2012-07-24,1.959000,1.959000,1.860000,1.860000,1.354079,1719879
2012-07-25,1.843000,1.891000,1.836000,1.861000,1.354807,1688895
